Unnamed: 0,year,quarter,title,studio,castcrew,link_en,dates_raw,date_us,date_jp,delay
17,1990,Q1,Madhouse,Orion Pictures,"Tom Ropelewski (director/screenplay); John Larroquette, Kirstie Alley, Alison LaPlaca, John Diehl, Jessica Lundy, Bradley Gregg, Dennis Miller, Robert Ginty, Wayne Tippit, Paul Eiding, Aeryk Egan, Deborah Otto",Madhouse_(1990_film),{{flagicon|USA}} 1990年2月16日<br /> {{flagicon|JPN}} 劇場未公開,1990-02-16,,
18,1990,Q1,Mountains of the Moon,TriStar Pictures / Carolco Pictures,"Bob Rafelson (director/screenplay); William Harrison (screenplay); Patrick Bergin, Iain Glen, Richard E. Grant, Fiona Shaw, John Savident, James Villiers, Adrian Rawlins, Peter Vaughan, Delroy Lindo, Bernard Hill, Matthew Marsh, Richard Caldicot, Christopher Fulford, Garry Cooper, Roshan Seth, Omar Sharif, Paul Onsongo, Bheki Tonto Ngema, Martin Okello",Mountains_of_the_Moon_(film),{{flagicon|USA}} 1990年2月23日<br /> {{flagicon|JPN}} 1990年3月3日,1990-02-23,1990-03-03,8.0
19,1990,Q1,Nightbreed,20th Century Fox / Morgan Creek Productions,"Clive Barker (director/screenplay); Craig Sheffer, Anne Bobby, David Cronenberg, Charles Haid, Hugh Quarshie, Hugh Ross, Doug Bradley, Catherine Chevalier, Bob Sessions, Malcolm Smith, Oliver Parker, Debora Weston, Nicholas Vince, Simon Bamford, Kim Robertson, Nina Robertson, Christine McCorkindale, Tony Bluto, Bernard Henry",Nightbreed,{{flagicon|USA}} 1990年2月16日<br /> {{flagicon|JPN}} 1990年5月19日,1990-02-16,1990-05-19,92.0
20,1990,Q1,Revenge,Columbia Pictures / Rastar,"Tony Scott (director); Jeffrey Alan Fiskin (screenplay); Kevin Costner, Anthony Quinn, Madeleine Stowe, Sally Kirkland, Miguel Ferrer, Tomas Milian, James Gammon, Joaquín Martínez, Jesse Corti, John Leguizamo, Joe Santos, Christofer de Oni, Karmin Murcelo",Revenge_(1990_film),{{flagicon|USA}} 1990年2月16日<br /> {{flagicon|JPN}} 1990年5月19日,1990-02-16,1990-05-19,92.0
21,1990,Q1,Where the Heart Is,Touchstone Pictures,"John Boorman (director/screenplay); Telsche Boorman (screenplay); Dabney Coleman, Uma Thurman, Joanna Cassidy, Crispin Glover, Suzy Amis, Christopher Plummer, David Hewlett, Maury Chaykin, Dylan Walsh, Sheila Kelley, Ken Pogue",Where_the_Heart_Is_(1990_film),no_ja,,,
22,1990,Q1,The Hunt for Red October,Paramount Pictures,"John McTiernan (director); Larry Ferguson, Donald E. Stewart (screenplay); Sean Connery, Alec Baldwin, Scott Glenn, James Earl Jones, Sam Neill, Jeffrey Jones, Joss Ackland, Richard Jordan, Tim Curry, Boris Lee Krutonog, Peter Firth, Ronald Guttman, Stellan Skarsgård, Fred Dalton Thompson, Courtney B. Vance, Michael Welden, Anthony Peck, Daniel Davis, Tomas Arana, Peter Zinner",The_Hunt_for_Red_October_(film),{{Flagicon|USA}} 1990年3月2日<br /> {{Flagicon|JPN}} 1990年7月13日,1990-03-02,1990-07-13,133.0
23,1990,Q1,Bad Influence,Triumph Films,"Curtis Hanson (director); David Koepp (screenplay); Rob Lowe, James Spader, Lisa Zane, Christian Clemenson, Marcia Cross, Kathleen Wilhoite, Grand L. Bush, David Duchovny, Perri Lister, John de Lancie, Lilyan Chauvin, Rosalyn Landor, Tony Maggio, Susan Lee Hoffman, Jeff Kaake",Bad_Influence_(film),{{flagicon|USA}} 1990年3月9日<br /> {{flagicon|JPN}} 1990年10月12日,1990-03-09,1990-10-12,217.0
24,1990,Q1,Coupe de Ville,Universal Pictures / Morgan Creek Productions,"Joe Roth (director); Mike Binder (screenplay); Patrick Dempsey, Arye Gross, Daniel Stern, Alan Arkin, Rita Taggart, Annabeth Gish, Joseph Bologna, James Gammon, Ray Lykins, Chris Lombardi, Josh Segal",Coupe_de_Ville_(film),{{flagicon|USA}} 1990年3月9日,1990-03-09,,
25,1990,Q1,The Handmaid's Tale,Metro-Goldwyn-Mayer,"Volker Schlöndorff (director); Harold Pinter (screenplay); Natasha Richardson, Faye Dunaway, Robert Duvall, Aidan Quinn, Elizabeth McGovern, Victoria Tennant, Blanche Baker, Traci Lind, Reiner Schöne, Robert D. Raiford, Muse Watson, Bill Owen, David Dukes, Blair Nicole Struble",The_Handmaid%27s_Tale_(film),no_ja,,,
26,1990,Q1,House Party,New Line Cinema,"Reginald Hudlin (director/screenplay); Christopher ""Kid"" Reid, Robin Harris, Christopher ""Play"" Martin, Martin Lawrence, Full Force, Tisha Campbell, A.J. Johnson, Groove B. Chill, Lou B. Washington, Kelly Jo Minter, John Witherspoon, Bebe Drake, Clifton Powell, Desi Arnez Hines II, George Clinton, Barry Diamond, Michael Pniewski, Norma Donaldson, Shaun Baker, Anthony Johnson, Cliff Frazier, Jaime Cardriche, Reginald Hudlin, Warrington Hudlin",House_Party_(film),no_ja,,,
27,1990,Q1,Joe Versus the Volcano,Warner Bros. Pictures / Amblin Entertainment,"John Patrick Shanley (director/screenplay); Tom Hanks, Meg Ryan, Lloyd Bridges, Robert Stack, Abe Vigoda, Dan Hedaya, Barry McGovern, Ossie Davis, Amanda Plummer, Nathan Lane, Lisa LeBlanc",Joe_Versus_the_Volcano,{{flagicon|USA}} 1990年3月9日<br /> {{flagicon|JPN}} 劇場未公開,1990-03-09,,
28,1990,Q1,Last of the Finest,Orion Pictures,"John Mackenzie (director); Thomas Lee Wright, George Armitage (screenplay); Brian Dennehy, Joe Pantoliano, Jeff Fahey, Bill Paxton, Deborra-Lee Furness, Guy Boyd, Henry Darrow, Michael C. Gwynne, Burke Byrnes, Xander Berkeley, John Finnegan, J. Kenneth Campbell",Last_of_the_Finest,{{flagicon|USA}} 1990年3月9日<br /> {{flagicon|JPN}} 1990年10月6日,1990-03-09,1990-10-06,211.0
29,1990,Q1,Love at Large,Orion Pictures,"Alan Rudolph (director/screenplay); Tom Berenger, Elizabeth Perkins, Anne Archer, Kate Capshaw, Annette O'Toole, Ted Levine, Ann Magnuson, Kevin J. O'Connor, Ruby Dee, Barry Miller, Neil Young, Meegan Lee Ochs, Gailard Sartain, Robert Gould, Dirk Blocker",Love_at_Large,no_ja,,,
30,1990,Q1,Blind Fury,TriStar Pictures / Interscope Communications,"Phillip Noyce (director); Charles Robert Carner (screenplay); Rutger Hauer, Terry O'Quinn, Brandon Call, Noble Willingham, Lisa Blount, Randall ""Tex"" Cobb, Nick Cassavetes, Rick Overton, Meg Foster, Sho Kosugi, Charles Cooper, Weasel Forshaw, Roy Morgan, Tim Mateer, Sharon Shackelford, Jay Pennison, Tiger Chung Lee",Blind_Fury,no_dates,,,
31,1990,Q1,Blue Steel,Metro-Goldwyn-Mayer,"Kathryn Bigelow (director/screenplay); Eric Red (screenplay); Jamie Lee Curtis, Ron Silver, Clancy Brown, Elizabeth Peña, Louise Fletcher, Philip Bosco, Richard Jenkins, Kevin Dunn, Tom Sizemore, Mary Mara, Mike Hodge, Mike Starr",Blue_Steel_(1990_film),{{flagicon|USA}} 1990年3月16日<br /> {{flagicon|JPN}} 1990年4月28日,1990-03-16,1990-04-28,43.0
32,1990,Q1,The Forbidden Dance,Columbia Pictures,"Greydon Clark (director); Roy Langsdon, John Platt (screenplay); Laura Harring, Jeff James, Angela Moya, Sid Haig, Shannon Farnon, Linden Chiles, Pilar Del Rey, Ruben Moreno, Barbra Brighton, Richard Lynch, Kid Creole",The_Forbidden_Dance,no_ja,,,
33,1990,Q1,Lambada,Cannon Films,"Joel Silberg (director/screenplay); Sheldon Renan (screenplay); J. Eddie Peck, Melora Hardin, Adolfo ""Shabba-Doo"" Quinones, Leticia Vasquez, Dennis Burkley, Rita Bland, Ricky Paull Goldin, Kristina Starman, Matt Feemster, Kayla Blake, Keene Curtis, Lauren Gale, Basil Hofman",Lambada_(1990_American_film),no_ja,,,
34,1990,Q1,Lord of the Flies,Columbia Pictures / Castle Rock Entertainment / Nelson Entertainment,"Harry Hook (director); Jay Presson Allen (screenplay); Balthazar Getty, Chris Furrh, Danuel Pipoly, James Badge Dale, Andrew Taft, Edward Taft, Gary Rule, Michael Greene, Bob Peck",Lord_of_the_Flies_(1990_film),no_ja,,,
35,1990,Q1,Nuns on the Run,20th Century Fox,"Jonathan Lynn (director/screenplay); Eric Idle, Robbie Coltrane, Camille Coduri, Janet Suzman, Robert Patterson, Doris Hare, Lila Kaye, Tom Hickey, Robert Morgan, Winston Dennis, Gary Tang, David Forman, Ozzie Yue",Nuns_on_the_Run,no_dates,,,
36,1990,Q1,Pretty Woman,Touchstone Pictures,"Garry Marshall (director); J. F. Lawton (screenplay); Richard Gere, Julia Roberts, Ralph Bellamy, Jason Alexander, Héctor Elizondo, Laura San Giacomo, Julie Paris, Alex Hyde-White, Amy Yasbeck, Elinor Donahue, John David Carson, Judith Baldwin, Laurelle Brooks Mehus, James Patrick Stuart, Dey Young, Larry Miller, Patrick Richwood, Hank Azaria, Amzie Strickland, Lynda Goodfriend, Abdul Salaam El Razzac",Pretty_Woman,{{Flagicon|USA}} 1990年3月23日<br /> {{Flagicon|JPN}} 1990年12月14日,1990-03-23,1990-12-14,266.0
37,1990,Q1,A Shock to the System,Corsair Pictures,"Jan Egleson (director); Andrew Klavan (screenplay); Michael Caine, Elizabeth McGovern, Peter Riegert, Swoosie Kurtz, Will Patton, John McMartin, Jenny Wright, Philip Moon, Barbara Baxley, Haviland Morris, Samuel L. Jackson",A_Shock_to_the_System_(1990_film),no_ja,,,
38,1990,Q1,Opportunity Knocks,Universal Pictures / Imagine Entertainment,"Donald Petrie (director); Mitchel Katlin, Nat Bernstein (screenplay); Dana Carvey, Robert Loggia, Todd Graff, Julia Campbell, Milo O'Shea, James Tolkan, Doris Belack, Sally Gracie, Mike Bacarella, John M. Watson Sr., Beatrice Fredman, Thomas McElroy, Gene Honda, Del Close, Michelle Johnston, Lorna Raver, Judith Scott",Opportunity_Knocks_(film),no_ja,,,
39,1990,Q1,Side Out,TriStar Pictures,"Peter Israelson (director); David Thoreau (screenplay); C. Thomas Howell, Peter Horton, Harley Jane Kozak, Courtney Thorne-Smith, Christopher Rydell, Terry Kiser, Randy Stoklos, Sinjin Smith, Tony Burton, Kathy Ireland, Martha Vélez",Side_Out,no_ja,,,
40,1990,Q1,Teenage Mutant Ninja Turtles,New Line Cinema,"Steve Barron (director); Todd W. Langen, Bobby Herbeck (screenplay); Judith Hoag, Elias Koteas, Jay Patterson, Michael Turney, Raymond Serra, James Saito, Toshishiro Obata, Brian Tochi, Corey Feldman, Josh Pais, Robbie Rist, Kevin Clash, David McCharen, Michael McConnohie, Martin P. Robinson, David Forman, David Rudman, Leif Tilden, Ernie Reyes Jr., Kenn Troum, Mak Wilson, Michelan Sisti",Teenage_Mutant_Ninja_Turtles_(1990_film),no_ja,,,
41,1990,Q1,The Ambulance,Triumph Films,"Larry Cohen (director/screenplay); Eric Roberts, James Earl Jones, Megan Gallagher, Red Buttons, Janine Turner, Eric Braeden, Richard Bright, James Dixon, Laurene Landon, Nicholas Chinlund, Beatrice Winde, Rudy Jones, Stan Lee, Susan Blommaert, Michael O'Hare",The_Ambulance,{{flagicon|USA}} 1990年3月22日<br /> {{flagicon|JPN}} 劇場未公開,1990-03-22,,
0,1990,Q2,Catchfire,Vestron Pictures,"Dennis Hopper (director); Rachel Kronstadt Mann, Ann Louise Bardach, Alex Cox, Tod Davies (screenplay); Jodie Foster, Dennis Hopper, Dean Stockwell, Vincent Price, John Turturro, Fred Ward, Julie Adams, Catherine Keener, Charlie Sheen, Burke Byrnes, Bob Dylan, Joe Pesci, Alex Cox, Toni Basil",Catchfire,{{flagicon|USA}} 1990年4月3日<br /> {{flagicon|JPN}} 1991年5月3日<br /> 1995年7月（バックトラック版）,1990-04-03,1991-05-03,395.0
1,1990,Q2,"The Cook, the Thief, His Wife & Her Lover",Palace Pictures / Miramax,"Peter Greenaway (director/screenplay); Richard Bohringer, Michael Gambon, Helen Mirren, Alan Howard, Tim Roth, Ciarán Hinds, Gary Olsen, Ewan Stewart, Roger Ashton-Griffiths, Liz Smith, Ian Dury, Diane Langton, Paul Russell, Emer Gillespie, Ron Cook, Alex Kingston, Roger Lloyd-Pack, Bob Goody","The_Cook,_the_Thief,_His_Wife_%26_Her_Lover",no_ja,,,
2,1990,Q2,Cry-Baby,Universal Pictures / Imagine Entertainment,"John Waters (director/screenplay); Johnny Depp, Amy Locane, Polly Bergen, Susan Tyrrell, Iggy Pop, Ricki Lake, Traci Lords, Kim McGuire, Darren E. Burrows, Kim Webb, Stephen Mailer, Alan J. Wendl, Jonathan Benya, Jessica Raskin, Troy Donahue, Mink Stole, Joe Dallesandro, Joey Heatherton, David Nelson, Patricia Hearst, Robert Tyree, Willem Dafoe, James Intveld, Rachel Sweet",Cry-Baby,{{flagicon|USA}} 1990年4月6日<br /> {{flagicon|JPN}} 1991年7月20日,1990-04-06,1991-07-20,470.0
3,1990,Q2,Ernest Goes to Jail,Touchstone Pictures,"John R. Cherry III (director); Charlie Cohen (screenplay); Jim Varney, Gailard Sartain, Bill Byrge, Barbara Tyson, Barry Scott, Randall ""Tex"" Cobb, Dan Leegant, Charles Napier, Jackie Welch, Jim Conrad, Emily Corbishdale, Andy Stahl, Myke R. Mueller",Ernest_Goes_to_Jail,no_ja,,,
4,1990,Q2,The First Power,Orion Pictures,"Robert Resnikoff (director/screenplay); Lou Diamond Phillips, Tracy Griffith, Jeff Kober, Mykel T. Williamson, Elizabeth Arlen, Dennis Lipscomb, Carmen Argenziano, Clayton Landey, Sue Giosa, Oz Tortora, Dan Tullis Jr., Hansford Rowe, Grand L. Bush, Bill Moseley, David Gale, Philip Abbott",The_First_Power,{{flagicon|USA}} 1990年4月6日<br /> {{flagicon|JPN}} 1991年5月25日,1990-04-06,1991-05-25,414.0
5,1990,Q2,I Love You to Death,TriStar Pictures,"Lawrence Kasdan (director); John Kostmayer (screenplay); Kevin Kline, Tracey Ullman, Joan Plowright, River Phoenix, William Hurt, Keanu Reeves, James Gammon, Jack Kehler, Victoria Jackson, Miriam Margolyes, Alisan Porter, Jon Kasdan, Heather Graham, Phoebe Cates",I_Love_You_to_Death,{{Flagicon|USA}} 1990年4月6日<br /> {{Flagicon|JPN}} 1990年11月10日,1990-04-06,1990-11-10,218.0
6,1990,Q2,Impulse,Warner Bros. Pictures,"Sondra Locke (director); John DeMarco, Leigh Chapman (screenplay); Theresa Russell, Jeff Fahey, George Dzundza, Alan Rosenberg",Impulse_(1990_film),no_ja,,,
7,1990,Q2,In the Spirit,Academy Entertainment,"Sandra Seacat (director); Jeannie Berlin, Laurie Jones (screenplay); Jeannie Berlin, Olympia Dukakis, Peter Falk, Melanie Griffith, Elaine May, Marlo Thomas, Philip Schopper, Agda Antonio, Laurie Jones, Phil Harper, Steve Powers, David Eigenberg, Chad Burton, Thurn Hoffman, Mark Boone Junior, Gary Swanson, Rockets Redglare, Roy Nathanson, Michael Emil, Emidio LaVella, Christopher Durang",In_the_Spirit_(film),{{flagicon|USA}} 1990年4月6日<br /> {{flagicon|JPN}} 劇場未公開,1990-04-06,,
8,1990,Q2,Crazy People,Paramount Pictures,"Tony Bill (director); Mitch Markowitz (screenplay); Dudley Moore, Daryl Hannah, Paul Reiser, J. T. Walsh, Mercedes Ruehl, Alan North, David Paymer, Bill Smitrovich, Danton Stone, Paul Bates, Dick Cusack, Doug Yasuda, Floyd Vivino, Ben Hammer, David Packer",Crazy_People,no_ja,,,
9,1990,Q2,The Gods Must Be Crazy II,Columbia Pictures,"Jamie Uys (director/screenplay); N!xau, Lena Farugia, Hans Strydom, Eiros, Nadies, Erick Bowen, Treasure Tshabalala, Pierre Van Pletzen, Lourens Swanepoel",The_Gods_Must_Be_Crazy_II,no_ja,,,
10,1990,Q2,Vital Signs,20th Century Fox,"Marisa Silver (director); Larry Ketron, Jeb Stuart (screenplay); Adrian Pasdar, Diane Lane, William Devane, Norma Aleandro, Jimmy Smits, Jack Gwaltney, Laura San Giacomo, Jane Adams, Tim Ransom, Bradley Whitford, Lisa Jane Persky, Wallace Langham, James Karen, Eric Zoltaszek",Vital_Signs_(1990_film),{{flagicon|USA}} 1990年4月13日<br /> {{flagicon|JPN}} 1990年10月12日,1990-04-13,1990-10-12,182.0
11,1990,Q2,Chattahoochee,Hemdale Film Corporation,"Mick Jackson (director); James Hicks (screenplay); Gary Oldman, Dennis Hopper, Frances McDormand, Pamela Reed, Ned Beatty, M. Emmet Walsh, Lee Wilkof, Matt Craven, Richard Portnow, Wilbur Fitzgerald, William Newman",Chattahoochee_(film),no_ja,,,
12,1990,Q2,Lisa,Metro-Goldwyn-Mayer / United Artists,"Gary Sherman (director/screenplay); Karen Clark (screenplay); Cheryl Ladd, D. W. Moffett, Staci Keanan, Tanya Fenmore, Jeffrey Tambor, Julie Cobb, Edan Gross",Lisa_(1990_film),no_ja,,,
13,1990,Q2,Miami Blues,Orion Pictures,"George Armitage (director/screenplay); Alec Baldwin, Fred Ward, Jennifer Jason Leigh, Charles Napier, Nora Dunn, Obba Babatundé, Jose Perez, Paul Gleason",Miami_Blues,no_ja,,,
14,1990,Q2,The Guardian,Universal Pictures,"William Friedkin (director/screenplay); Stephen Volk, Dan Greenburg (screenplay); Jenny Seagrove, Dwier Brown, Carey Lowell, Brad Hall, Miguel Ferrer, Natalia Nogulich, Pamela Brull, Gary Swanson, Willy Parsons, Frank Noon, Theresa Randle, Xander Berkeley, Jack David Walker, Ray Reinhardt, Jacob Gelman",The_Guardian_(1990_film),{{flagicon|USA}} 1990年4月27日<br /> {{flagicon|JPN}} 1990年9月28日,1990-04-27,1990-09-28,154.0
15,1990,Q2,Q&A,TriStar Pictures,"Sidney Lumet (director/screenplay); Nick Nolte, Timothy Hutton, Armand Assante, Lee Richardson, Patrick O'Neal, Jenny Lumet, Charles S. Dutton, Luis Guzmán, Paul Calderon, Fyvush Finkel, Dominic Chianese",Q%26A_(film),no_ja,,,
16,1990,Q2,Spaced Invaders,Touchstone Pictures,"Patrick Read Johnson (director/screenplay); Scott Lawrence Alexander (screenplay); Douglas Barr, Ariana Richards, Royal Dano, Gregg Berger, Wayne Alexander, Fred Applegate, J.J. Anderson, Patrika Darbo, Tonya Lee Williams, Kevin Thompson, Jimmy Briscoe, Tony Cox, Debbie Lee Carrington, Tommy Madden, Jeff Winkless, Tony Pope, Joe Alaskey, Bruce Lanoli, Patrick Read Johnson, Kirk Thatcher",Spaced_Invaders,{{flagicon|USA}} 1990年4月27日<br /> {{flagicon|JPN}} 劇場未公開,1990-04-27,,
17,1990,Q2,Wild Orchid,Triumph Releasing,"Zalman King (director/screenplay); Patricia Louisianna Knop (screenplay); Mickey Rourke, Jacqueline Bisset, Carré Otis, Bruce Greenwood, Assumpta Serna",Wild_Orchid_(film),{{flagicon|USA}} 1990年4月27日<br /> {{flagicon|JPN}} 1990年5月26日,1990-04-27,1990-05-26,29.0
18,1990,Q2,Short Time,20th Century Fox,"Gregg Champion (director); John Blumenthal, Michael Berry (screenplay); Dabney Coleman, Matt Frewer, Teri Garr, Barry Corbin, Joe Pantoliano, Xander Berkeley, Kaj-Erik Eriksen, Rob Roy, Tony Pantages, Kim Kondrashoff, Paul Jarrett, Kevin McNulty, Paul Batten, Wes Tritter",Short_Time,no_infobox,,,
19,1990,Q2,Tales from the Darkside: The Movie,Paramount Pictures,"John Harrison (director); Michael McDowell, George A. Romero (screenplay); Deborah Harry, Christian Slater, David Johansen, William Hickey, James Remar, Rae Dawn Chong, Matthew Lawrence, Steve Buscemi, Julianne Moore, Robert Sedgwick, George Guidall, Kathleen Chalfant, Ralph Marrero, Alice Drummond, Dolores Sutton, Mark Margolis, Robert Klein, Nicole Rochelle",Tales_from_the_Darkside:_The_Movie,no_infobox,,,
20,1990,Q2,The Big Bang,Triton Pictures,"James Toback (director); James Toback, Anne Marie Keyes, Barbara Traub, Tony Sirico, Fred Hess, Veronica Geng, Jack Richardson, Don Simpson, Elaine Kaufman",The_Big_Bang_(1989_film),no_ja,,,
21,1990,Q2,Class of 1999,Lightning Pictures,"Mark L. Lester (director); C. Courtney Joyner, Bradley Gregg (screenplay); Bradley Gregg, Traci Lind, Malcolm McDowell, Stacy Keach, Patrick Kilpatrick, Pam Grier, John P. Ryan, Darren E. Burrows, Joshua John Miller, Sharon Wyatt, Brent David Fraser",Class_of_1999,{{flagicon|USA}} 1990年5月11日<br /> {{flagicon|JPN}} 1990年6月8日,1990-05-11,1990-06-08,28.0
22,1990,Q2,Far Out Man,New Line Cinema,"Tommy Chong (director/screenplay); Tommy Chong, C. Thomas Howell, Rae Dawn Chong, Shelby Chong, Paris Chong, Martin Mull, Judd Nelson, Michael Winslow, Cheech Marin, Paul Bartel, Bobby Taylor, Reynaldo Rey, Peggy McIntaggart, Al Mancini, Lisa M. Hansen, Cynthia Darlow, Henry Kingi, Rae Allen, Paul Hertzberg",Far_Out_Man,no_ja,,,
23,1990,Q2,A Show of Force,Paramount Pictures,"Bruno Barreto (director); Evan Jones, John Strong (screenplay); Amy Irving, Andy García, Lou Diamond Phillips, Robert Duvall, Kevin Spacey, Erik Estrada, Jorge Castillo, Lupe Ontiveros",A_Show_of_Force,no_ja,,,
24,1990,Q2,Bird on a Wire,Universal Pictures,"John Badham (director); Louis Venosta, David Seltzer (screenplay); Mel Gibson, Goldie Hawn, David Carradine, Bill Duke, Stephen Tobolowsky, Joan Severance, Jeff Corey",Bird_on_a_Wire_(film),{{flagicon|USA}} 1990年5月18日<br /> {{flagicon|JPN}} 1990年9月14日,1990-05-18,1990-09-14,119.0
25,1990,Q2,Cadillac Man,Orion Pictures,"Roger Donaldson (director); Ken Friedman (screenplay); Robin Williams, Tim Robbins, Pamela Reed, Fran Drescher, Lauren Tom, Lori Petty, Annabella Sciorra, Zack Norman, Paul Guilfoyle, Bill Nelson, Eddie Jones, Mimi Cecchini, Tristine Skyler, Judith Hoag, Anthony Powers, Paul Herman, Erik King, Richard Panebianco, Gary Howard Klar",Cadillac_Man,no_dates,,,
26,1990,Q2,By Dawn's Early Light,HBO Pictures / Paravision International,"Jack Sholder (director); Bruce Gilbert (screenplay); Powers Boothe, Rebecca De Mornay, James Earl Jones, Martin Landau, Darren McGavin, Rip Torn, Jeffrey DeMunn, Peter MacNicol, Glenn Withrow, Ronald William Lawrence, Kieran Mulroney, Nicolas Coster, Ken Jenkins, Randal Patrick, Daniel Benzali, Robert O'Reilly, Ann Gillespie, Glenn Morshower, Dana Kimmell, Jon Paul Steuer, Danielle von Zerneck, Jon Cedar, Paul Tompkins, Richard Speight Jr., Steve Eastin, Mike Gomez, Andrew Divoff",By_Dawn%27s_Early_Light,no_ja,,,
27,1990,Q2,The Swordsman,Film Workshop,"King Hu (director); Kwan Man-leung (screenplay); Sam Hui, Cecilia Yip, Jacky Cheung, Sharla Cheung, Fennie Yuen",The_Swordsman_(1990_film),no_ja,,,
28,1990,Q2,Back to the Future Part III,Universal Pictures / Amblin Entertainment,"Robert Zemeckis (director); Bob Gale (screenplay); Michael J. Fox, Christopher Lloyd, Mary Steenburgen, Thomas F. Wilson, Lea Thompson, Elisabeth Shue, Matt Clark, Richard Dysart, Pat Buttram, Harry Carey Jr., Dub Taylor, James Tolkan, Marc McClure, Wendie Jo Sperber, Jeffrey Weissman, Christopher Wynne, Sean Gregory Sullivan, Mike Watson, Hugh Gillin, Burton Gilliam, Bill McKinney, Donovan Scott, Flea, J.J. Cohen, Ricky Dean Logan, Marvin J. McIntyre, Dean Cundey, ZZ Top",Back_to_the_Future_Part_III,{{flagicon|USA}} 1990年5月25日<br /> {{flagicon|JPN}} 1990年7月6日,1990-05-25,1990-07-06,42.0
29,1990,Q2,Fire Birds,Touchstone Pictures,"David Green (director); Nick Thiel, Paul F. Edwards (screenplay); Nicolas Cage, Tommy Lee Jones, Sean Young, Bryan Kestner, Bert Rhine, Dale Dye, Mary Ellen Trainor, J. A. Preston, Peter Onorati, Gabriel López",Fire_Birds,{{flagicon|USA}} 1990年5月25日<br /> {{flagicon|JPN}} 1990年8月11日,1990-05-25,1990-08-11,78.0
30,1990,Q2,Frankenhooker,Shapiro-Glickenhaus Entertainment,"Frank Henenlotter (director/screenplay); Robert ""Bob"" Martin (screenplay); Patty Mullen, Louise Lasser, James Lorinz",Frankenhooker,no_ja,,,
31,1990,Q2,Total Recall,TriStar Pictures / Carolco Pictures,"Paul Verhoeven (director); Ronald Shusett, Dan O'Bannon, Gary Goldman (screenplay); Arnold Schwarzenegger, Sharon Stone, Rachel Ticotin, Michael Ironside, Ronny Cox, Mel Johnson Jr., Marshall Bell, Roy Brocksmith, Ray Baker, Michael Champion, Rosemary Dunsmore, Robert Costanzo, Marc Alaimo, Dean Norris, Debbie Lee Carrington, Lycia Naff",Total_Recall_(1990_film),{{flagicon|USA}} 1990年6月1日<br /> {{flagicon|JPN}} 1990年12月1日,1990-06-01,1990-12-01,183.0
32,1990,Q2,Another 48 Hrs.,Paramount Pictures,"Walter Hill (director); John Fasano, Jeb Stuart, Larry Gross (screenplay); Eddie Murphy, Nick Nolte, Andrew Divoff, Brion James, Kevin Tighe, Ed O'Ross, David Anthony Marshall, Bernie Casey, Brent Jennings, Ted Markland, Tisha Campbell, Felice Orlandi",Another_48_Hrs.,{{flagicon|USA}} 1990年6月8日<br /> {{flagicon|JPN}} 1990年10月19日,1990-06-08,1990-10-19,133.0
33,1990,Q2,Dick Tracy,Touchstone Pictures,"Warren Beatty (director); Jim Cash, Jack Epps Jr. (screenplay); Warren Beatty, Madonna, Al Pacino, Glenne Headly, Charlie Korsmo, James Keane, Seymour Cassel, Michael J. Pollard, Charles Durning, Dick Van Dyke, Frank Campanella, Kathy Bates, Dustin Hoffman, William Forsythe, Ed O'Ross, James Tolkan, Mandy Patinkin, R. G. Armstrong, Henry Silva, Paul Sorvino, Lawrence Steven Meyers, James Caan, Catherine O'Hara, Robert Beecher, Michelle Johnston, Lew Horn, Mike Hagerty, Arthur Malet, Bert Remsen, Jack Kehoe, Mary Woronov, Estelle Parsons, Hamilton Camp, Bing Russell, Robert Costanzo, Allen Garfield, John Schuck, Charles Fleischer, Walker Edmiston, John Moschitta Jr., Neil Ross, Mike Mazurki, Ian Wolfe",Dick_Tracy_(1990_film),{{flagicon|USA}} 1990年6月15日<br /> {{flagicon|JPN}} 1990年12月24日,1990-06-15,1990-12-24,192.0
34,1990,Q2,Gremlins 2: The New Batch,Warner Bros. Pictures / Amblin Entertainment,"Joe Dante (director); Charles S. Haas (screenplay); Zach Galligan, Phoebe Cates, John Glover, Robert Prosky, Robert Picardo, Christopher Lee, Haviland Morris, Dick Miller, Jackie Joseph, Gedde Watanabe, Keye Luke, Kathleen Freeman, Don Stanton, Dan Stanton, Shawn Nelson, Archie Hahn, Ron Fassler, Jason Presson, Patrika Darbo, Jerry Goldsmith, Rick Ducommun, John Capodice, Belinda Balaski, Paul Bartel, Kenneth Tobey, Raymond Cruz, Julia Sweeney, Charles S. Haas, Isiah Whitlock Jr., Dean Norris, John Astin, Henry Gibson, Leonard Maltin, Hulk Hogan, Dick Butkus, Bubba Smith, Howie Mandel, Tony Randall, Frank Welker, Kirk R. Thatcher, Mark Dodson, Neil Ross, Jeff Bergman, Joe Dante, Michael Sheehan, Nancy McConnor",Gremlins_2:_The_New_Batch,{{flagicon|USA}} 1990年6月15日<br /> {{flagicon|JPN}} 1990年8月3日,1990-06-15,1990-08-03,49.0
